Start date;End date;Germany/Luxembourg [€/MWh] Calculated resolutions;∅ DE/LU neighbours [€/MWh] Calculated resolutions;Belgium [€/MWh] Calculated resolutions;Denmark 1 [€/MWh] Calculated resolutions;Denmark 2 [€/MWh] Calculated resolutions;France [€/MWh] Calculated resolutions;Netherlands [€/MWh] Calculated resolutions;Norway 2 [€/MWh] Calculated resolutions;Austria [€/MWh] Calculated resolutions;Poland [€/MWh] Calculated resolutions;Sweden 4 [€/MWh] Calculated resolutions;Switzerland [€/MWh] Calculated resolutions;Czech Republic [€/MWh] Calculated resolutions;DE/AT/LU [€/MWh] Calculated resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Calculated resolutions;Hungary [€/MWh] Calculated resolutions
Jun 5, 2022;Jun 6, 2022;141.58;136.65;140.16;141.62;141.58;153.65;146.59;140.63;143.59;129.81;49.10;171.92;144.50;-;202.33;171.60;146.55
Jun 6, 2022;Jun 7, 2022;91.33;111.85;67.35;91.36;93.12;153.33;95.81;85.71;112.62;149.53;47.78;171.60;162.17;-;249.95;167.63;179.15
Jun 7, 2022;Jun 8, 2022;183.88;184.01;183.42;183.82;183.88;188.10;183.40;167.05;184.61;204.02;144.06;197.74;204.02;-;231.74;212.47;229.64
Jun 8, 2022;Jun 9, 2022;190.35;184.97;181.44;190.22;190.35;191.83;181.26;171.47;191.13;203.25;144.73;192.04;196.99;-;196.91;195.90;224.47
Jun 9, 2022;Jun 10, 2022;185.49;183.44;175.39;185.49;185.49;185.19;172.83;167.41;188.88;207.43;169.64;185.90;194.14;-;214.77;213.25;203.82
Jun 10, 2022;Jun 11, 2022;185.75;179.32;181.33;184.05;185.75;194.05;182.89;161.53;185.58;170.38;145.10;194.99;186.89;-;203.57;191.48;190.83
Jun 11, 2022;Jun 12, 2022;134.70;137.44;107.31;132.55;132.62;182.38;111.60;121.37;138.74;143.77;129.59;173.89;138.07;-;189.33;174.17;153.61
Jun 12, 2022;Jun 13, 2022;116.96;113.62;115.15;112.72;112.80;148.63;109.96;110.17;119.02;117.34;22.98;166.43;114.65;-;165.60;124.37;119.11
Jun 13, 2022;Jun 14, 2022;165.56;170.67;169.01;153.54;153.55;203.38;166.29;151.44;174.89;173.34;152.96;205.13;173.80;-;210.94;192.67;192.65
Jun 14, 2022;Jun 15, 2022;194.98;183.53;195.97;180.04;155.86;211.44;187.37;177.30;200.48;141.94;155.62;215.66;197.14;-;218.65;208.08;206.96
Jun 15, 2022;Jun 16, 2022;211.83;210.11;210.59;211.83;211.83;233.26;203.18;180.60;214.55;201.17;210.40;220.65;213.21;-;250.25;236.21;222.85
Jun 16, 2022;Jun 17, 2022;201.97;212.07;239.32;201.97;201.97;272.85;216.94;183.98;204.80;158.59;198.27;247.33;206.78;-;277.23;249.47;232.19
Jun 17, 2022;Jun 18, 2022;255.43;248.50;268.21;247.35;255.03;303.54;261.23;207.05;256.46;184.74;184.20;311.28;254.35;-;328.53;272.92;259.80
Jun 18, 2022;Jun 19, 2022;195.40;193.78;232.44;192.50;192.50;280.15;204.31;166.66;213.43;162.94;9.37;288.55;188.68;-;294.79;225.31;203.72
Jun 19, 2022;Jun 20, 2022;154.65;150.11;161.05;154.65;154.65;165.43;159.52;145.37;154.89;117.70;17.81;265.89;154.27;-;256.38;162.34;166.45
Jun 20, 2022;Jun 21, 2022;267.37;263.40;264.51;267.37;267.37;303.95;241.32;239.99;287.05;229.34;221.65;299.46;275.42;-;315.56;293.81;285.24
Jun 21, 2022;Jun 22, 2022;288.59;278.15;306.33;287.69;287.80;354.03;271.55;236.92;314.63;168.75;214.95;331.20;285.81;-;360.94;340.86;299.04
Jun 22, 2022;Jun 23, 2022;323.34;298.39;289.86;323.34;323.34;383.14;260.22;222.55;343.94;220.52;214.56;376.60;324.19;-;385.30;344.35;329.24
Jun 23, 2022;Jun 24, 2022;295.08;297.25;314.84;295.08;295.08;352.56;284.27;229.01;312.96;241.44;284.65;360.73;299.12;-;365.78;317.46;308.30
Jun 24, 2022;Jun 25, 2022;274.30;249.07;294.80;242.19;210.93;302.60;284.50;200.32;282.17;166.46;161.45;323.20;271.14;-;318.44;299.99;271.33
Jun 25, 2022;Jun 26, 2022;240.39;231.87;251.46;240.37;238.11;258.43;247.42;196.79;250.26;175.49;158.66;286.02;247.57;-;305.15;263.96;253.85
Jun 26, 2022;Jun 27, 2022;201.67;211.90;225.30;201.67;201.67;249.06;218.09;164.25;226.45;164.14;183.53;278.71;217.99;-;286.15;262.08;245.29
Jun 27, 2022;Jun 28, 2022;316.65;301.76;314.19;316.65;316.65;334.25;298.99;215.04;333.35;228.57;309.81;329.13;322.69;-;347.72;346.50;330.70
Jun 28, 2022;Jun 29, 2022;331.52;318.41;327.36;331.46;331.46;366.40;303.71;210.17;362.16;248.75;314.55;364.88;341.60;-;386.46;383.33;367.77
Jun 29, 2022;Jun 30, 2022;315.54;307.30;297.31;315.54;315.54;335.24;287.57;245.10;334.59;268.65;314.39;344.84;321.51;-;336.93;336.53;329.09
Jun 30, 2022;Jul 1, 2022;325.48;327.37;348.11;325.48;325.48;362.06;322.40;271.38;347.63;282.27;324.15;357.36;334.70;-;365.42;356.72;348.14
Jul 1, 2022;Jul 2, 2022;314.38;307.33;305.54;305.87;311.00;343.16;306.52;229.97;334.18;261.53;307.95;345.76;329.22;-;370.68;344.47;360.76
Jul 2, 2022;Jul 3, 2022;218.92;225.55;238.18;218.42;218.42;265.62;225.80;196.99;255.68;222.47;115.70;296.90;226.84;-;355.80;255.42;237.58
Jul 3, 2022;Jul 4, 2022;200.11;201.37;206.04;200.11;200.11;215.88;202.42;181.54;225.02;179.46;169.91;229.77;204.82;-;372.74;240.59;221.82
Jul 4, 2022;Jul 5, 2022;293.89;296.80;313.30;265.97;265.97;369.46;286.11;220.35;344.10;291.72;254.47;344.97;308.40;-;392.88;375.92;389.48
Jul 5, 2022;Jul 6, 2022;318.37;296.44;324.32;246.06;246.06;371.60;308.18;228.29;353.74;316.71;167.59;370.82;327.46;-;419.87;395.00;360.82
Jul 6, 2022;Jul 7, 2022;303.54;287.31;337.73;259.46;251.52;388.69;301.86;230.70;347.33;248.93;117.69;376.58;299.89;-;428.90;359.92;365.57
Jul 7, 2022;Jul 8, 2022;213.22;251.51;287.95;195.37;164.09;381.79;235.46;193.67;310.71;271.08;156.27;357.13;213.05;-;412.90;357.74;371.85
Jul 8, 2022;Jul 9, 2022;295.92;274.80;351.44;193.79;193.79;410.95;312.06;203.12;303.83;256.15;133.72;395.98;268.00;-;425.24;313.84;286.94
Jul 9, 2022;Jul 10, 2022;148.14;162.98;245.03;101.35;4.39;332.92;182.15;118.39;174.24;130.49;3.77;383.90;116.16;-;377.67;191.97;170.30
Jul 10, 2022;Jul 11, 2022;115.16;146.86;201.73;115.16;95.35;224.43;200.59;113.26;124.93;97.44;35.04;315.60;91.96;-;323.98;126.73;110.05
Jul 11, 2022;Jul 12, 2022;372.59;348.43;364.96;369.93;369.53;384.10;363.96;292.68;376.94;244.40;296.50;399.33;370.42;-;415.94;377.97;374.66
Jul 12, 2022;Jul 13, 2022;377.66;340.16;378.38;372.88;350.42;432.43;367.43;297.54;396.77;151.60;203.46;414.60;376.28;-;440.17;401.46;393.10
Jul 13, 2022;Jul 14, 2022;352.16;287.43;379.21;276.09;113.46;446.95;344.93;257.36;377.99;159.04;51.92;413.62;341.20;-;451.52;383.44;364.70
Jul 14, 2022;Jul 15, 2022;367.38;271.52;374.78;253.28;5.58;386.72;363.88;264.70;391.15;170.35;5.58;388.74;381.99;-;447.58;421.31;417.38
Jul 15, 2022;Jul 16, 2022;329.92;261.94;356.40;219.36;66.92;397.49;327.95;236.42;384.28;153.22;3.13;397.81;338.36;-;438.76;402.42;390.48
Jul 16, 2022;Jul 17, 2022;174.81;189.44;237.70;132.91;94.72;320.30;175.66;147.25;294.52;164.86;11.82;346.32;157.77;-;425.15;305.01;272.57
Jul 17, 2022;Jul 18, 2022;221.86;195.05;214.64;219.26;212.74;239.88;215.07;212.13;242.26;136.23;10.25;239.38;203.69;-;362.34;235.38;224.37
Jul 18, 2022;Jul 19, 2022;396.07;358.42;408.21;381.67;354.48;486.00;377.37;318.04;449.06;274.32;84.40;419.04;390.05;-;493.22;449.18;426.37
Jul 19, 2022;Jul 20, 2022;397.09;360.37;354.51;394.20;394.20;521.30;359.76;326.28;444.49;227.66;122.58;428.10;391.01;-;527.09;457.07;465.89
Jul 20, 2022;Jul 21, 2022;332.70;319.10;339.00;276.71;195.89;589.22;325.21;271.69;419.40;232.13;100.40;444.55;315.92;-;585.94;438.86;432.40
Jul 21, 2022;Jul 22, 2022;396.73;372.26;349.19;372.96;334.62;555.36;354.09;328.26;451.62;228.68;279.05;434.93;406.13;-;595.27;464.69;472.13
Jul 22, 2022;Jul 23, 2022;377.45;348.15;339.56;324.82;289.93;494.03;333.04;310.60;436.81;323.57;166.65;413.19;397.47;-;557.28;472.01;462.22
Jul 23, 2022;Jul 24, 2022;324.99;302.35;322.38;318.14;255.33;348.32;308.84;306.65;364.86;300.84;108.95;347.91;343.61;-;458.19;366.70;360.20
Jul 24, 2022;Jul 25, 2022;260.63;248.64;238.59;258.65;235.50;334.13;239.45;254.94;333.36;163.83;68.29;322.64;285.67;-;362.65;322.15;314.93
Jul 25, 2022;Jul 26, 2022;309.81;277.21;294.86;263.13;220.75;373.05;289.61;263.44;385.55;189.84;10.94;396.49;361.62;-;552.13;467.06;510.22
Jul 26, 2022;Jul 27, 2022;316.57;288.36;327.69;165.64;90.51;532.25;315.12;209.79;443.04;260.88;7.13;436.31;383.57;-;555.32;482.33;500.92
Jul 27, 2022;Jul 28, 2022;424.49;327.65;381.27;233.71;143.12;529.62;374.09;265.95;465.78;235.59;82.42;468.39;424.26;-;534.70;488.09;506.88
Jul 28, 2022;Jul 29, 2022;473.25;422.73;412.38;455.07;463.83;534.68;425.46;423.73;497.53;271.14;161.27;520.97;483.96;-;567.53;513.48;513.31
Jul 29, 2022;Jul 30, 2022;438.65;402.37;385.83;437.70;437.70;499.49;396.99;415.81;477.14;261.84;176.39;483.87;453.28;-;519.87;486.16;501.71
Jul 30, 2022;Jul 31, 2022;380.77;343.49;374.62;380.77;340.12;397.53;368.79;372.34;407.76;251.92;94.82;395.71;394.02;-;436.27;406.70;408.29
Jul 31, 2022;Aug 1, 2022;317.79;281.76;315.85;317.76;317.76;319.51;316.87;313.77;316.95;149.78;68.33;345.93;316.82;-;385.71;316.70;316.09
Aug 1, 2022;Aug 2, 2022;424.62;368.71;399.86;376.83;376.83;454.78;404.33;366.28;431.65;234.53;133.19;450.18;427.33;-;464.81;430.47;430.20
Aug 2, 2022;Aug 3, 2022;380.51;331.64;304.80;331.85;267.03;471.64;333.21;318.43;452.83;240.69;61.54;449.75;416.27;-;483.79;443.63;445.71
Aug 3, 2022;Aug 4, 2022;384.83;317.49;324.60;295.17;277.35;508.48;317.55;292.11;427.55;188.74;4.42;454.66;401.80;-;517.15;426.00;423.37
Aug 4, 2022;Aug 5, 2022;414.16;342.81;395.03;380.11;334.23;482.37;375.70;349.92;427.77;159.40;7.55;445.07;413.81;-;539.78;419.84;420.38
Aug 5, 2022;Aug 6, 2022;380.31;331.44;372.63;362.82;360.05;411.33;371.06;350.41;413.31;187.82;17.94;413.69;384.79;-;532.91;424.00;431.22
Aug 6, 2022;Aug 7, 2022;273.81;238.39;282.36;250.56;202.70;282.40;269.41;267.30;306.61;151.59;5.34;303.66;300.37;-;535.49;328.58;341.36
Aug 7, 2022;Aug 8, 2022;214.92;197.62;214.99;214.92;214.92;215.59;214.14;235.00;216.84;144.37;32.12;255.10;215.82;-;459.71;216.66;216.49
Aug 8, 2022;Aug 9, 2022;359.55;341.39;351.50;359.55;359.55;359.18;358.45;344.29;376.97;248.34;280.02;347.28;370.21;-;477.10;375.35;378.20
Aug 9, 2022;Aug 10, 2022;344.87;336.61;344.06;344.87;344.87;347.71;342.08;338.76;355.93;269.02;301.12;361.40;352.87;-;474.40;360.53;360.16
Aug 10, 2022;Aug 11, 2022;335.08;321.11;329.84;335.08;335.08;336.05;333.00;326.69;342.35;253.86;258.41;342.09;339.81;-;432.58;341.80;342.86
Aug 11, 2022;Aug 12, 2022;368.15;347.67;370.99;368.15;368.15;376.23;368.15;350.69;380.99;226.04;282.70;352.82;379.43;-;486.41;385.15;384.89
Aug 12, 2022;Aug 13, 2022;436.80;413.01;432.60;436.80;436.80;444.91;430.19;410.62;444.47;211.36;431.36;413.10;450.89;-;485.32;456.85;457.09
Aug 13, 2022;Aug 14, 2022;377.74;367.82;361.96;377.74;377.74;396.94;364.62;372.14;412.89;243.88;345.95;397.68;394.42;-;447.33;409.50;407.00
Aug 14, 2022;Aug 15, 2022;330.46;325.89;329.38;329.97;329.32;365.85;318.19;351.04;381.89;157.31;323.07;349.15;349.64;-;402.82;371.19;367.91
Aug 15, 2022;Aug 16, 2022;426.60;386.99;422.57;426.60;409.35;424.64;428.68;403.79;426.93;190.21;283.71;413.17;427.20;-;463.69;426.97;427.17
Aug 16, 2022;Aug 17, 2022;490.79;445.54;421.09;490.79;490.79;500.82;454.79;445.93;490.79;297.77;359.03;496.07;453.02;-;503.87;504.88;500.56
Aug 17, 2022;Aug 18, 2022;551.95;527.00;540.80;551.95;551.95;552.85;539.37;496.99;555.13;368.67;540.47;545.84;553.03;-;538.44;554.24;553.92
Aug 18, 2022;Aug 19, 2022;563.76;532.20;538.49;563.76;563.76;553.62;512.91;532.52;562.53;384.72;521.51;556.14;564.22;-;549.19;562.64;563.48
Aug 19, 2022;Aug 20, 2022;515.10;482.83;504.30;515.10;515.10;509.84;492.24;492.46;516.90;361.36;359.84;527.11;516.88;-;513.93;516.12;517.69
Aug 20, 2022;Aug 21, 2022;457.97;412.05;437.01;457.97;457.97;463.23;456.07;444.53;470.45;360.34;54.99;464.88;465.11;-;515.25;469.46;469.07
Aug 21, 2022;Aug 22, 2022;364.13;359.43;369.34;364.13;364.13;398.20;361.76;367.70;405.38;233.26;292.09;410.40;387.32;-;456.09;400.87;399.29
Aug 22, 2022;Aug 23, 2022;563.81;538.20;561.94;563.81;563.81;571.34;558.23;542.21;564.66;328.68;542.23;559.56;563.70;-;571.33;564.31;563.87
Aug 23, 2022;Aug 24, 2022;605.13;572.70;603.38;605.13;605.13;611.85;603.55;544.15;615.75;387.92;485.82;624.52;612.55;-;610.83;616.26;616.69
Aug 24, 2022;Aug 25, 2022;624.34;577.90;611.97;624.34;624.34;645.54;611.34;570.18;635.52;380.37;397.62;625.09;630.59;-;642.25;635.38;635.68
Aug 25, 2022;Aug 26, 2022;599.83;564.58;588.19;599.83;599.83;630.62;585.85;560.58;628.56;320.80;456.15;624.36;615.56;-;628.99;625.49;625.00
Aug 26, 2022;Aug 27, 2022;699.44;637.08;700.41;699.44;699.44;706.32;693.83;647.13;707.23;352.39;409.82;688.63;703.26;-;724.65;708.01;708.98
Aug 27, 2022;Aug 28, 2022;607.84;555.02;600.25;607.84;607.84;626.79;603.58;595.86;647.86;349.43;272.41;569.25;624.18;-;714.64;647.03;652.28
Aug 28, 2022;Aug 29, 2022;401.03;418.65;408.09;401.00;401.00;488.78;384.54;497.80;545.94;238.52;189.48;586.76;463.27;-;672.66;536.53;542.57
Aug 29, 2022;Aug 30, 2022;658.41;600.97;630.90;658.41;639.02;733.64;630.06;644.88;764.17;218.82;337.41;684.54;668.79;-;751.29;747.99;731.05
Aug 30, 2022;Aug 31, 2022;660.24;622.81;622.63;660.24;660.24;743.84;607.45;660.06;725.98;300.88;457.73;724.87;687.05;-;740.73;732.69;748.97
Aug 31, 2022;Sep 1, 2022;604.49;578.69;516.18;604.49;604.49;651.77;534.47;603.18;673.28;338.22;522.54;682.47;634.55;-;638.11;675.81;690.89
Sep 1, 2022;Sep 2, 2022;571.20;550.84;494.43;571.20;571.20;635.63;534.68;570.49;620.19;315.45;520.42;628.36;597.24;-;676.10;619.08;618.10
Sep 2, 2022;Sep 3, 2022;422.25;437.03;439.48;425.43;425.43;516.69;425.28;433.57;498.05;242.82;420.21;530.26;450.08;-;534.68;504.21;493.95
Sep 3, 2022;Sep 4, 2022;287.75;317.13;330.18;287.75;238.30;416.62;286.35;383.79;383.15;196.57;238.30;427.37;300.02;-;475.52;371.41;358.01
Sep 4, 2022;Sep 5, 2022;242.71;256.86;268.20;242.71;185.74;322.73;250.69;309.32;303.22;128.81;185.74;360.34;267.96;-;395.55;319.61;310.42
Sep 5, 2022;Sep 6, 2022;357.45;377.77;359.78;356.07;343.55;435.82;359.16;390.85;446.36;217.35;370.23;480.01;396.32;-;464.64;447.05;449.36
Sep 6, 2022;Sep 7, 2022;417.27;417.34;439.77;411.40;339.64;523.99;426.85;411.59;516.45;174.30;323.43;553.89;469.42;-;551.45;535.48;531.44
Sep 7, 2022;Sep 8, 2022;462.47;422.86;445.73;457.39;407.63;468.96;443.93;455.68;476.99;143.74;383.89;493.15;474.31;-;483.38;476.34;484.01
Sep 8, 2022;Sep 9, 2022;443.52;383.83;434.92;432.18;285.86;453.38;438.77;434.79;461.02;114.00;285.86;422.23;459.10;-;504.86;464.79;481.41
Sep 9, 2022;Sep 10, 2022;345.70;321.63;345.88;345.70;324.88;347.52;345.08;347.98;362.60;139.18;243.72;372.55;362.84;-;445.64;383.93;384.77
Sep 10, 2022;Sep 11, 2022;404.32;365.16;404.32;404.32;404.32;404.32;404.32;410.41;404.32;183.69;223.15;369.25;404.32;-;425.42;404.32;404.32
Sep 11, 2022;Sep 12, 2022;391.49;365.26;390.61;391.49;391.49;390.94;389.35;403.58;391.49;151.40;358.60;367.31;391.56;-;405.20;391.53;391.64
Sep 12, 2022;Sep 13, 2022;408.03;384.62;407.90;406.66;407.91;416.88;399.68;408.63;419.82;152.16;361.27;426.09;423.76;-;451.57;438.68;436.37
Sep 13, 2022;Sep 14, 2022;392.37;351.96;414.90;370.44;360.72;444.21;401.16;383.39;421.18;160.71;66.05;420.84;427.92;-;457.52;448.82;448.65
Sep 14, 2022;Sep 15, 2022;455.81;379.24;441.01;426.70;407.30;461.38;417.30;422.94;455.47;136.20;93.38;452.85;457.10;-;468.81;458.07;458.49
Sep 15, 2022;Sep 16, 2022;369.37;343.94;395.96;355.79;355.79;436.56;372.36;361.13;397.70;156.78;118.75;452.17;380.37;-;450.41;402.35;397.79
Sep 16, 2022;Sep 17, 2022;201.20;256.47;245.09;201.20;201.20;399.00;205.82;317.59;365.48;101.75;98.04;423.13;262.91;-;485.56;396.70;379.13
Sep 17, 2022;Sep 18, 2022;68.77;159.51;97.65;68.77;70.72;225.86;100.78;256.65;294.04;142.24;50.44;291.70;155.76;-;373.71;268.98;261.01
Sep 18, 2022;Sep 19, 2022;77.93;129.94;138.24;78.44;78.48;199.95;124.82;112.37;175.92;111.52;77.58;233.87;98.20;-;304.22;156.26;132.39
Sep 19, 2022;Sep 20, 2022;261.68;259.02;274.01;261.68;261.68;315.65;266.68;273.87;284.16;157.05;168.08;317.65;268.72;-;371.29;289.11;276.76
Sep 20, 2022;Sep 21, 2022;363.42;341.17;342.07;363.42;363.42;377.66;350.43;368.20;364.98;196.11;278.40;382.77;365.42;-;393.98;372.25;367.25
Sep 21, 2022;Sep 22, 2022;379.94;356.35;357.08;379.94;379.94;381.03;348.83;377.05;380.96;189.50;354.72;389.19;381.56;-;398.03;381.92;382.14
Sep 22, 2022;Sep 23, 2022;387.89;363.59;377.64;387.89;387.89;408.96;383.93;370.46;399.17;198.30;284.39;406.19;394.69;-;417.71;413.00;398.62
Sep 23, 2022;Sep 24, 2022;368.33;344.20;368.78;368.33;368.33;399.15;371.59;351.73;362.04;201.38;247.06;377.84;369.95;-;428.21;409.83;385.68
Sep 24, 2022;Sep 25, 2022;351.11;325.22;351.79;351.11;351.11;353.21;350.44;342.21;344.43;210.42;204.02;369.64;349.07;-;376.12;370.90;370.04
Sep 25, 2022;Sep 26, 2022;276.50;258.79;266.58;276.50;276.50;272.83;248.07;292.63;277.48;171.93;187.90;299.28;277.02;-;323.94;279.03;278.54
Sep 26, 2022;Sep 27, 2022;245.93;250.68;240.95;245.93;245.93;277.29;246.51;248.91;315.97;186.03;118.63;331.93;299.45;-;347.98;328.31;336.09
Sep 27, 2022;Sep 28, 2022;310.21;274.57;269.73;310.21;310.21;350.21;282.89;296.49;312.91;181.08;47.89;340.97;317.68;-;413.35;359.66;339.65
Sep 28, 2022;Sep 29, 2022;386.20;334.20;377.06;386.20;386.20;392.86;379.51;297.94;385.71;196.90;66.48;420.31;387.07;-;392.86;385.83;388.72
Sep 29, 2022;Sep 30, 2022;417.14;371.62;397.07;405.64;417.14;464.85;405.64;330.61;421.77;229.41;164.10;431.27;420.28;-;464.85;430.63;425.25
Sep 30, 2022;Oct 1, 2022;315.49;297.98;278.35;314.10;315.49;346.97;295.48;276.70;349.22;184.25;192.92;370.06;354.24;-;398.99;360.73;370.63
Oct 1, 2022;Oct 2, 2022;82.82;124.48;102.36;82.84;82.82;123.46;123.55;86.07;189.10;142.06;54.69;242.60;139.72;-;252.66;220.13;248.07
Oct 2, 2022;Oct 3, 2022;114.75;147.01;182.74;114.78;114.78;196.27;189.59;166.87;131.23;76.39;99.05;219.75;125.67;-;208.98;149.89;136.06
Oct 3, 2022;Oct 4, 2022;209.35;232.45;276.44;209.35;209.35;287.71;325.54;219.81;219.41;103.34;195.58;282.80;227.59;-;354.80;258.94;242.73
Oct 4, 2022;Oct 5, 2022;246.31;231.40;219.37;217.67;242.02;296.60;232.59;194.38;277.37;156.86;161.24;298.47;248.87;-;353.30;304.09;312.27
Oct 5, 2022;Oct 6, 2022;103.19;126.59;143.12;48.90;49.15;221.83;139.90;50.49;189.92;129.21;29.74;215.17;175.07;-;292.74;268.22;258.73
Oct 6, 2022;Oct 7, 2022;100.80;120.03;185.64;21.40;21.83;255.95;103.24;22.11;202.34;101.81;4.28;235.35;166.35;-;254.39;244.11;218.20
Oct 7, 2022;Oct 8, 2022;163.89;131.08;167.42;27.28;29.99;271.94;147.52;27.84;186.93;132.37;7.72;267.96;174.90;-;273.20;215.03;212.13
Oct 8, 2022;Oct 9, 2022;145.34;125.51;140.66;48.34;46.56;215.21;151.35;48.80;187.90;131.73;7.46;240.81;161.81;-;293.61;234.16;203.50
Oct 9, 2022;Oct 10, 2022;146.72;127.43;156.43;118.20;118.20;168.46;151.78;89.20;160.04;99.10;11.47;176.71;152.14;-;208.26;169.13;175.90
Oct 10, 2022;Oct 11, 2022;162.09;153.74;180.41;151.50;140.34;208.06;175.07;129.73;194.31;101.16;10.83;221.56;178.18;-;283.28;228.44;198.90
Oct 11, 2022;Oct 12, 2022;259.87;215.34;259.18;241.35;241.44;269.77;256.06;165.10;265.49;149.04;9.03;251.74;260.50;-;284.81;294.45;297.21
Oct 12, 2022;Oct 13, 2022;282.54;250.52;278.85;281.61;282.54;287.46;254.63;192.75;282.35;200.66;127.94;283.10;283.79;-;290.96;289.12;286.06
Oct 13, 2022;Oct 14, 2022;257.46;228.37;258.43;257.46;257.46;259.90;252.20;222.75;259.55;147.63;89.17;252.47;255.07;-;273.93;269.81;274.56
Oct 14, 2022;Oct 15, 2022;260.65;236.22;255.45;260.65;260.65;260.47;251.59;209.87;261.03;172.52;150.90;258.05;257.19;-;267.06;262.48;260.48
Oct 15, 2022;Oct 16, 2022;156.63;147.52;156.05;155.78;155.78;159.17;155.86;154.43;175.54;148.00;32.28;168.27;161.61;-;214.50;184.66;193.07
Oct 16, 2022;Oct 17, 2022;95.86;99.24;113.07;93.59;65.47;125.32;106.09;107.05;132.53;106.12;17.94;123.72;100.79;-;184.48;146.76;141.13
Oct 17, 2022;Oct 18, 2022;152.61;152.19;159.99;150.14;152.61;174.30;151.61;140.95;170.53;145.18;79.49;182.17;167.08;-;218.16;192.24;188.65
Oct 18, 2022;Oct 19, 2022;183.18;167.65;171.55;167.03;183.18;191.12;166.12;158.81;195.46;154.85;68.15;196.24;191.66;-;217.83;223.94;211.85
Oct 19, 2022;Oct 20, 2022;168.45;153.16;146.26;168.45;168.45;159.01;129.46;153.91;168.08;137.28;119.42;164.05;170.44;-;176.32;173.83;172.63
Oct 20, 2022;Oct 21, 2022;140.22;140.54;120.08;138.44;138.64;142.56;125.59;136.56;161.97;148.49;117.76;150.52;165.33;-;201.94;182.76;180.71
Oct 21, 2022;Oct 22, 2022;163.45;156.32;149.67;163.45;163.45;158.13;148.37;150.90;169.08;146.59;124.15;168.83;176.90;-;198.37;188.44;185.04
Oct 22, 2022;Oct 23, 2022;139.87;136.27;123.59;139.87;139.87;129.81;132.89;137.61;145.83;163.86;103.50;136.07;146.07;-;145.55;145.66;148.78
Oct 23, 2022;Oct 24, 2022;95.75;94.90;91.10;95.75;95.75;87.37;95.06;98.54;103.21;114.54;63.38;97.41;101.83;-;106.02;110.44;106.41
Oct 24, 2022;Oct 25, 2022;80.62;95.08;69.09;80.06;80.62;87.51;77.91;81.92;135.81;137.25;71.70;91.90;132.17;-;140.18;171.82;189.01
Oct 25, 2022;Oct 26, 2022;105.40;107.95;99.49;103.24;104.08;110.06;98.79;104.87;123.97;137.40;72.35;101.43;131.73;-;131.57;144.54;147.93
Oct 26, 2022;Oct 27, 2022;121.40;117.76;96.25;121.08;121.40;110.87;93.92;116.93;128.33;139.09;108.43;123.76;135.29;-;128.43;159.11;153.61
Oct 27, 2022;Oct 28, 2022;124.69;120.47;119.78;123.88;124.69;121.67;122.45;113.64;129.48;147.90;65.01;115.89;140.83;-;161.06;174.42;169.86
Oct 28, 2022;Oct 29, 2022;105.52;105.82;101.03;104.45;104.26;108.53;101.68;99.79;117.31;135.47;64.30;108.85;118.34;-;134.51;132.46;136.49
Oct 29, 2022;Oct 30, 2022;101.06;90.86;96.91;100.56;84.50;98.56;97.93;98.61;103.25;103.15;14.35;99.78;101.83;-;100.10;103.34;103.34
Oct 30, 2022;Oct 31, 2022;116.54;110.94;116.56;116.54;116.54;116.62;116.54;113.81;116.64;115.77;78.24;96.60;116.49;-;112.12;117.23;116.37
Oct 31, 2022;Nov 1, 2022;145.22;142.73;143.89;145.22;145.22;144.24;144.32;139.79;146.58;137.60;138.87;138.86;145.44;-;145.11;147.64;145.78
Nov 1, 2022;Nov 2, 2022;68.85;89.27;70.47;68.74;68.85;90.42;70.42;70.32;118.36;109.76;60.25;138.16;116.21;-;108.73;132.15;130.18
Nov 2, 2022;Nov 3, 2022;71.97;94.95;72.84;69.87;69.87;117.11;73.41;69.86;145.06;128.04;55.68;121.26;121.48;-;122.98;202.04;204.54
Nov 3, 2022;Nov 4, 2022;103.01;105.37;102.38;84.93;89.81;121.39;99.19;84.45;140.70;124.42;50.46;129.75;131.62;-;133.67;151.64;165.23
Nov 4, 2022;Nov 5, 2022;178.54;146.74;181.23;103.68;160.03;186.16;178.79;70.22;178.04;132.57;56.80;186.07;180.52;-;192.99;183.36;181.68
Nov 5, 2022;Nov 6, 2022;132.29;114.67;137.50;86.45;86.38;141.10;135.81;46.44;138.38;130.67;79.50;144.93;134.22;-;142.07;139.27;139.30
Nov 6, 2022;Nov 7, 2022;51.09;77.53;88.63;35.44;32.41;107.69;83.61;34.89;129.06;102.98;32.36;119.45;86.38;-;128.34;121.51;121.52
Nov 7, 2022;Nov 8, 2022;76.10;91.20;82.69;53.44;54.11;124.89;93.83;42.77;116.86;124.57;38.96;158.03;113.04;-;186.43;225.53;228.53
Nov 8, 2022;Nov 9, 2022;95.15;100.39;96.36;52.94;56.30;113.98;89.96;49.94;156.78;133.86;49.03;159.87;145.28;-;163.86;160.52;163.95
Nov 9, 2022;Nov 10, 2022;126.72;120.74;119.31;79.55;105.87;138.90;118.73;41.42;186.00;142.54;33.20;178.86;183.79;-;209.82;203.31;204.10
